Año: 2020 | Número de personas: 3 | Velocidad: 38.8 | Velocidad inicial: 42.3 | Velocidad máximo: 75.2 | Velocidad promedio: 38.8 | Ubicación: Municipio Baruta / El Hatillo | Tipo de vía: urbana | Zona donde vive: Municipio Baruta / El Hatillo | Entrada preferida: Acceso Distribuidor Metropolitano (Autopista) | Estilo de manejo: Prudente | reacción a situación externa (%): 45.3 | desvío (%): 22.3 | cambio de velocidad (%): 7.9 | Demora estimada (min): 0 | Tipo de Carro: Te traen en carro (Papás) | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: Sí | Hora de salir de la casa: 07:11 | Hora de llegar a la Unimet: 07:27 | Colegio Integral el Ávila: nan | tráfico estimado por los encuestados: de 8 a 10 a.m., de 10 a 12 a.m.
Año: 2024 | Número de personas: 4 | Velocidad: 36.5 | Velocidad inicial: 33.8 | Velocidad máximo: 60.1 | Velocidad promedio: 36.5 | Ubicación: Municipio Baruta / El Hatillo | Tipo de vía: urbana | Zona donde vive: Municipio Baruta / El Hatillo | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 51.6 | desvío (%): 16.2 | cambio de velocidad (%): 8.5 | Demora estimada (min): 0 | Tipo de Carro: Te traen en carro (Cola con estudiante Unimet) | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: Sí | Hora de salir de la casa: 07:09 | Hora de llegar a la Unimet: 07:25 | Colegio Integral el Ávila: No | tráfico estimado por los encuestados: de 8 a 10 a.m.
Año: 2024 | Número de personas: 1 | Velocidad: 37.1 | Velocidad inicial: 34.5 | Velocidad máximo: 61.3 | Velocidad promedio: 37.1 | Ubicación: Municipio Baruta / El Hatillo | Tipo de vía: urbana | Zona donde vive: Municipio Baruta / El Hatillo | Entrada preferida: Acceso Distribuidor Metropolitano (Autopista) | Estilo de manejo: Lento | reacción a situación externa (%): 47.2 | desvío (%): 14.9 | cambio de velocidad (%): 8.4 | Demora estimada (min): 0 | Tipo de Carro: carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: No | Hora de salir de la casa: 07:03 | Hora de llegar a la Unimet: 07:19 | Colegio Integral el Ávila: nan | tráfico estimado por los encuestados: de 10 a 12 a.m.
Año: 2024 | Número de personas: 3 | Velocidad: 38.8 | Velocidad inicial: 42.3 | Velocidad máximo: 75.1 | Velocidad promedio: 38.8 | Ubicación: Municipio Baruta / El Hatillo | Tipo de vía: urbana | Zona donde vive: Municipio Baruta / El Hatillo | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 27.7 | desvío (%): 19.9 | cambio de velocidad (%): 7.3 | Demora estimada (min): 16.4 | Tipo de Carro: Te traen en carro (Papás) | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: Sí | Viene acompañado: Sí | Hora de salir de la casa: 08:01 | Hora de llegar a la Unimet: 08:16 | Colegio Integral el Ávila: No | tráfico estimado por los encuestados: de 8 a 10 a.m.
Año: 2024 | Número de personas: 1 | Velocidad: 38.8 | Velocidad inicial: 49.4 | Velocidad máximo: 87.7 | Velocidad promedio: 38.8 | Ubicación: Municipio Libertador | Tipo de vía: urbana | Zona donde vive: Municipio Libertador | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 49.3 | desvío (%): 22.7 | cambio de velocidad (%): 3.3 | Demora estimada (min): 0 | Tipo de Carro: carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: No | Hora de salir de la casa: 07:24 | Hora de llegar a la Unimet: 07:39 | Colegio Integral el Ávila: No | tráfico estimado por los encuestados: de 8 a 10 a.m.
Año: 2024 | Número de personas: 1 | Velocidad: 38.8 | Velocidad inicial: 43.9 | Velocidad máximo: 78.1 | Velocidad promedio: 38.8 | Ubicación: Municipio Baruta / El Hatillo | Tipo de vía: urbana | Zona donde vive: Municipio Baruta / El Hatillo | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 57.4 | desvío (%): 20.0 | cambio de velocidad (%): 10.4 | Demora estimada (min): 0 | Tipo de Carro: carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: No | Hora de salir de la casa: 07:35 | Hora de llegar a la Unimet: 07:50 | Colegio Integral el Ávila: No | tráfico estimado por los encuestados: de 8 a 10 a.m.
Año: 2024 | Número de personas: 1 | Velocidad: 38.8 | Velocidad inicial: 46.3 | Velocidad máximo: 82.3 | Velocidad promedio: 38.8 | Ubicación: Municipio Libertador | Tipo de vía: urbana | Zona donde vive: Municipio Libertador | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 45.4 | desvío (%): 19.5 | cambio de velocidad (%): 6.0 | Demora estimada (min): 50.4 | Tipo de Carro: carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: Sí | Viene acompañado: No | Hora de salir de la casa: 08:35 | Hora de llegar a la Unimet: 08:50 | Colegio Integral el Ávila: No | tráfico estimado por los encuestados: de 6 a 8 a.m., de 12 a 2 p.m.
Año: 2024 | Número de personas: 22 | Velocidad: 38.8 | Velocidad inicial: 40.1 | Velocidad máximo: 71.3 | Velocidad promedio: 38.8 | Ubicación: Guarenas/Guatire | Tipo de vía: autopista | Zona donde vive: Guarenas/Guatire | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 46.4 | desvío (%): 20.5 | cambio de velocidad (%): 3.0 | Demora estimada (min): 0 | Tipo de Carro: WAWA | carro/moto/wawa/taxi: wawa | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: Sí | Hora de salir de la casa: 07:37 | Hora de llegar a la Unimet: 07:53 | Colegio Integral el Ávila: No | tráfico estimado por los encuestados: de 6 a 8 a.m., de 12 a 2 p.m.
Año: 2024 | Número de personas: 1 | Velocidad: 38.8 | Velocidad inicial: 49.9 | Velocidad máximo: 88.8 | Velocidad promedio: 38.8 | Ubicación: Municipio Baruta / El Hatillo | Tipo de vía: urbana | Zona donde vive: Municipio Baruta / El Hatillo | Entrada preferida: Acceso Distribuidor Metropolitano (Autopista) | Estilo de manejo: Prudente | reacción a situación externa (%): 69.8 | desvío (%): 19.4 | cambio de velocidad (%): 9.7 | Demora estimada (min): 0 | Tipo de Carro: carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: No | Hora de salir de la casa: 07:14 | Hora de llegar a la Unimet: 07:29 | Colegio Integral el Ávila: nan | tráfico estimado por los encuestados: de 8 a 10 a.m., de 2 a 4 p.m., de 4 a 6 p.m.
Año: 2024 | Número de personas: 3 | Velocidad: 38.8 | Velocidad inicial: 59.8 | Velocidad máximo: 106.3 | Velocidad promedio: 38.8 | Ubicación: Terrazas del Ávila | Tipo de vía: urbana | Zona donde vive: Terrazas del Ávila | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 56.5 | desvío (%): 18.3 | cambio de velocidad (%): 5.7 | Demora estimada (min): 37.3 | Tipo de Carro: Te traen en carro (Papás) | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: Sí | Viene acompañado: Sí | Hora de salir de la casa: 08:22 | Hora de llegar a la Unimet: 08:37 | Colegio Integral el Ávila: Sí | tráfico estimado por los encuestados: de 6 a 8 a.m., de 8 a 10 a.m., de 10 a 12 a.m., de 12 a 2 p.m.
Año: 2024 | Número de personas: 2 | Velocidad: 38.8 | Velocidad inicial: 42.8 | Velocidad máximo: 76.2 | Velocidad promedio: 38.8 | Ubicación: Municipio Baruta / El Hatillo | Tipo de vía: urbana | Zona donde vive: Municipio Baruta / El Hatillo | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 39.9 | desvío (%): 17.8 | cambio de velocidad (%): 7.8 | Demora estimada (min): 0 | Tipo de Carro: Ridery/Yummy/Taxi | carro/moto/wawa/taxi: taxi | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: Sí | Hora de salir de la casa: 07:13 | Hora de llegar a la Unimet: 07:29 | Colegio Integral el Ávila: No | tráfico estimado por los encuestados: de 6 a 8 a.m., de 10 a 12 a.m., de 12 a 2 p.m.
Año: 2024 | Número de personas: 2 | Velocidad: 38.8 | Velocidad inicial: 38.6 | Velocidad máximo: 68.6 | Velocidad promedio: 38.8 | Ubicación: Municipio Libertador | Tipo de vía: urbana | Zona donde vive: Municipio Libertador | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 61.6 | desvío (%): 1 | cambio de velocidad (%): 7.8 | Demora estimada (min): 0 | Tipo de Carro: Te traen en carro (Papás) | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: Sí | Hora de salir de la casa: 07:19 | Hora de llegar a la Unimet: 07:34 | Colegio Integral el Ávila: Sí | tráfico estimado por los encuestados: de 6 a 8 a.m., de 2 a 4 p.m.
Año: 2024 | Número de personas: 1 | Velocidad: 38.8 | Velocidad inicial: 38.9 | Velocidad máximo: 69.2 | Velocidad promedio: 38.8 | Ubicación: Terrazas del Ávila | Tipo de vía: urbana | Zona donde vive: Terrazas del Ávila | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 48.8 | desvío (%): 18.6 | cambio de velocidad (%): 1.5 | Demora estimada (min): 7.5 | Tipo de Carro: carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: Sí | Viene acompañado: No | Hora de salir de la casa: 07:52 | Hora de llegar a la Unimet: 08:07 | Colegio Integral el Ávila: No | tráfico estimado por los encuestados: de 8 a 10 a.m., de 12 a 2 p.m., de 2 a 4 p.m.
Año: 2024 | Número de personas: 1 | Velocidad: 37.6 | Velocidad inicial: 34.9 | Velocidad máximo: 62.0 | Velocidad promedio: 37.6 | Ubicación: La Urbina/El Marquez | Tipo de vía: urbana | Zona donde vive: La Urbina/El Marquez | Entrada preferida: Acceso Distribuidor Metropolitano (Autopista) | Estilo de manejo: Prudente | reacción a situación externa (%): 47.1 | desvío (%): 19.5 | cambio de velocidad (%): 7.2 | Demora estimada (min): 43.4 | Tipo de Carro: carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: Sí | Viene acompañado: No | Hora de salir de la casa: 08:27 | Hora de llegar a la Unimet: 08:43 | Colegio Integral el Ávila: nan | tráfico estimado por los encuestados: de 10 a 12 a.m.
Año: 2024 | Número de personas: 2 | Velocidad: 29.4 | Velocidad inicial: 30.2 | Velocidad máximo: 53.7 | Velocidad promedio: 29.4 | Ubicación: Guarenas/Guatire | Tipo de vía: autopista | Zona donde vive: Guarenas/Guatire | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 32.8 | desvío (%): 20.1 | cambio de velocidad (%): 4.0 | Demora estimada (min): 39.4 | Tipo de Carro: WAWA | carro/moto/wawa/taxi: wawa | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: Sí | Viene acompañado: Sí | Hora de salir de la casa: 08:19 | Hora de llegar a la Unimet: 08:39 | Colegio Integral el Ávila: No | tráfico estimado por los encuestados: de 12 a 2 p.m.
Año: 2024 | Número de personas: 2 | Velocidad: 38.8 | Velocidad inicial: 43.6 | Velocidad máximo: 77.5 | Velocidad promedio: 38.8 | Ubicación: Municipio Baruta / El Hatillo | Tipo de vía: urbana | Zona donde vive: Municipio Baruta / El Hatillo | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 45.5 | desvío (%): 27.6 | cambio de velocidad (%): 5.2 | Demora estimada (min): 6.5 | Tipo de Carro: Te traen en carro (Papás) | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: Sí | Viene acompañado: Sí | Hora de salir de la casa: 07:51 | Hora de llegar a la Unimet: 08:07 | Colegio Integral el Ávila: Sí | tráfico estimado por los encuestados: de 8 a 10 a.m., de 12 a 2 p.m., de 2 a 4 p.m.
Año: 2024 | Número de personas: 1 | Velocidad: 30.9 | Velocidad inicial: 28.6 | Velocidad máximo: 50.8 | Velocidad promedio: 30.9 | Ubicación: Resto del Municipio Sucre | Tipo de vía: urbana | Zona donde vive: Resto del Municipio Sucre | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 65.1 | desvío (%): 13.2 | cambio de velocidad (%): 10.0 | Demora estimada (min): 38.7 | Tipo de Carro: carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: Sí | Viene acompañado: No | Hora de salir de la casa: 08:19 | Hora de llegar a la Unimet: 08:39 | Colegio Integral el Ávila: Sí | tráfico estimado por los encuestados: de 8 a 10 a.m., de 10 a 12 a.m., de 12 a 2 p.m., de 2 a 4 p.m.
Año: 2024 | Número de personas: 3 | Velocidad: 38.8 | Velocidad inicial: 43.6 | Velocidad máximo: 77.4 | Velocidad promedio: 38.8 | Ubicación: Municipio Baruta / El Hatillo | Tipo de vía: urbana | Zona donde vive: Municipio Baruta / El Hatillo | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 61.4 | desvío (%): 20.0 | cambio de velocidad (%): 5.7 | Demora estimada (min): 11.1 | Tipo de Carro: Te traen en carro (Papás) | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: Sí | Viene acompañado: Sí | Hora de salir de la casa: 07:56 | Hora de llegar a la Unimet: 08:11 | Colegio Integral el Ávila: Sí | tráfico estimado por los encuestados: de 6 a 8 a.m., de 8 a 10 a.m.
Año: 2024 | Número de personas: 1 | Velocidad: 22.1 | Velocidad inicial: 20.2 | Velocidad máximo: 35.9 | Velocidad promedio: 22.1 | Ubicación: Resto del Municipio Sucre | Tipo de vía: urbana | Zona donde vive: Resto del Municipio Sucre | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Lento | reacción a situación externa (%): 64.1 | desvío (%): 11.1 | cambio de velocidad (%): 5.1 | Demora estimada (min): 0 | Tipo de Carro: carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: No | Hora de salir de la casa: 07:00 | Hora de llegar a la Unimet: 07:28 | Colegio Integral el Ávila: Sí | tráfico estimado por los encuestados: de 8 a 10 a.m., de 2 a 4 p.m.
Año: 2024 | Número de personas: 3 | Velocidad: 38.8 | Velocidad inicial: 45.5 | Velocidad máximo: 80.8 | Velocidad promedio: 38.8 | Ubicación: Municipio Baruta / El Hatillo | Tipo de vía: urbana | Zona donde vive: Municipio Baruta / El Hatillo | Entrada preferida: Acceso Distribuidor Metropolitano (Autopista) | Estilo de manejo: Prudente | reacción a situación externa (%): 51.6 | desvío (%): 8.7 | cambio de velocidad (%): 4.3 | Demora estimada (min): 0 | Tipo de Carro: Te traen en carro (Papás) | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: Sí | Hora de salir de la casa: 07:01 | Hora de llegar a la Unimet: 07:16 | Colegio Integral el Ávila: nan | tráfico estimado por los encuestados: de 6 a 8 a.m.
Año: 2024 | Número de personas: 1 | Velocidad: 38.8 | Velocidad inicial: 43.4 | Velocidad máximo: 77.1 | Velocidad promedio: 38.8 | Ubicación: Municipio Baruta / El Hatillo | Tipo de vía: urbana | Zona donde vive: Municipio Baruta / El Hatillo | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 56.6 | desvío (%): 17.9 | cambio de velocidad (%): 6.6 | Demora estimada (min): 0 | Tipo de Carro: carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: No | Hora de salir de la casa: 06:42 | Hora de llegar a la Unimet: 06:58 | Colegio Integral el Ávila: Sí | tráfico estimado por los encuestados: de 10 a 12 a.m., de 12 a 2 p.m., de 4 a 6 p.m.
Año: 2024 | Número de personas: 6 | Velocidad: 37.3 | Velocidad inicial: 38.6 | Velocidad máximo: 68.6 | Velocidad promedio: 37.3 | Ubicación: Guarenas/Guatire | Tipo de vía: autopista | Zona donde vive: Guarenas/Guatire | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 50.6 | desvío (%): 13.1 | cambio de velocidad (%): 4.2 | Demora estimada (min): 0 | Tipo de Carro: WAWA | carro/moto/wawa/taxi: wawa | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: Sí | Hora de salir de la casa: 07:31 | Hora de llegar a la Unimet: 07:48 | Colegio Integral el Ávila: No | tráfico estimado por los encuestados: de 6 a 8 a.m.
Año: 2024 | Número de personas: 3 | Velocidad: 38.8 | Velocidad inicial: 41.7 | Velocidad máximo: 74.1 | Velocidad promedio: 38.8 | Ubicación: Terrazas del Ávila | Tipo de vía: urbana | Zona donde vive: Terrazas del Ávila | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 31.9 | desvío (%): 29.7 | cambio de velocidad (%): 6.3 | Demora estimada (min): 22.3 | Tipo de Carro: Te traen en carro (Papás) | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: Sí | Viene acompañado: Sí | Hora de salir de la casa: 08:07 | Hora de llegar a la Unimet: 08:22 | Colegio Integral el Ávila: Sí | tráfico estimado por los encuestados: de 8 a 10 a.m., de 12 a 2 p.m.
Año: 2024 | Número de personas: 4 | Velocidad: 36.8 | Velocidad inicial: 34.2 | Velocidad máximo: 60.7 | Velocidad promedio: 36.8 | Ubicación: Resto del Municipio Sucre | Tipo de vía: urbana | Zona donde vive: Resto del Municipio Sucre | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 58.4 | desvío (%): 18.5 | cambio de velocidad (%): 6.6 | Demora estimada (min): 0 | Tipo de Carro: Te traen en carro (Papás) | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: Sí | Hora de salir de la casa: 07:28 | Hora de llegar a la Unimet: 07:45 | Colegio Integral el Ávila: Sí | tráfico estimado por los encuestados: de 8 a 10 a.m.
Año: 2024 | Número de personas: 1 | Velocidad: 34.5 | Velocidad inicial: 32.0 | Velocidad máximo: 56.9 | Velocidad promedio: 34.5 | Ubicación: Municipio Baruta / El Hatillo | Tipo de vía: urbana | Zona donde vive: Municipio Baruta / El Hatillo | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 52.1 | desvío (%): 34.2 | cambio de velocidad (%): 6.3 | Demora estimada (min): 23.8 | Tipo de Carro: carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: Sí | Viene acompañado: No | Hora de salir de la casa: 08:06 | Hora de llegar a la Unimet: 08:24 | Colegio Integral el Ávila: Sí | tráfico estimado por los encuestados: de 6 a 8 a.m., de 8 a 10 a.m., de 10 a 12 a.m.
Año: 2024 | Número de personas: 4 | Velocidad: 38.8 | Velocidad inicial: 46.7 | Velocidad máximo: 82.9 | Velocidad promedio: 38.8 | Ubicación: Terrazas del Ávila | Tipo de vía: urbana | Zona donde vive: Terrazas del Ávila | Entrada preferida: Acceso Distribuidor Metropolitano (Autopista) | Estilo de manejo: Prudente | reacción a situación externa (%): 30.0 | desvío (%): 5.1 | cambio de velocidad (%): 6.5 | Demora estimada (min): 0 | Tipo de Carro: Te traen en carro (Papás) | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: Sí | Hora de salir de la casa: 07:06 | Hora de llegar a la Unimet: 07:22 | Colegio Integral el Ávila: nan | tráfico estimado por los encuestados: de 6 a 8 a.m., de 8 a 10 a.m., de 12 a 2 p.m.
Año: 2024 | Número de personas: 4 | Velocidad: 38.8 | Velocidad inicial: 48.0 | Velocidad máximo: 85.4 | Velocidad promedio: 38.8 | Ubicación: Municipio Baruta / El Hatillo | Tipo de vía: urbana | Zona donde vive: Municipio Baruta / El Hatillo | Entrada preferida: Acceso Distribuidor Metropolitano (Autopista) | Estilo de manejo: Prudente | reacción a situación externa (%): 48.5 | desvío (%): 24.4 | cambio de velocidad (%): 4.9 | Demora estimada (min): 0 | Tipo de Carro: Te traen en carro (Papás) | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: Sí | Hora de salir de la casa: 07:32 | Hora de llegar a la Unimet: 07:48 | Colegio Integral el Ávila: nan | tráfico estimado por los encuestados: de 8 a 10 a.m., de 10 a 12 a.m.
Año: 2024 | Número de personas: 8 | Velocidad: 46.0 | Velocidad inicial: 47.8 | Velocidad máximo: 84.9 | Velocidad promedio: 46.0 | Ubicación: Guarenas/Guatire | Tipo de vía: autopista | Zona donde vive: Guarenas/Guatire | Entrada preferida: Acceso Distribuidor Metropolitano (Autopista) | Estilo de manejo: Prudente | reacción a situación externa (%): 49.6 | desvío (%): 23.7 | cambio de velocidad (%): 8.3 | Demora estimada (min): 0 | Tipo de Carro: WAWA | carro/moto/wawa/taxi: wawa | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: Sí | Hora de salir de la casa: 07:44 | Hora de llegar a la Unimet: 07:57 | Colegio Integral el Ávila: nan | tráfico estimado por los encuestados: de 8 a 10 a.m., de 10 a 12 a.m., de 12 a 2 p.m.
Año: 2024 | Número de personas: 1 | Velocidad: 35.9 | Velocidad inicial: 33.3 | Velocidad máximo: 59.1 | Velocidad promedio: 35.9 | Ubicación: Municipo Chacao | Tipo de vía: urbana | Zona donde vive: Municipo Chacao | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Lento | reacción a situación externa (%): 20.4 | desvío (%): 11.4 | cambio de velocidad (%): 5.2 | Demora estimada (min): 0 | Tipo de Carro: carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: No | Hora de salir de la casa: 07:32 | Hora de llegar a la Unimet: 07:49 | Colegio Integral el Ávila: Sí | tráfico estimado por los encuestados: de 6 a 8 a.m.
Año: 2024 | Número de personas: 2 | Velocidad: 34.3 | Velocidad inicial: 31.7 | Velocidad máximo: 56.4 | Velocidad promedio: 34.3 | Ubicación: Terrazas del Ávila | Tipo de vía: urbana | Zona donde vive: Terrazas del Ávila | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 47.6 | desvío (%): 17.8 | cambio de velocidad (%): 3.6 | Demora estimada (min): 23.4 | Tipo de Carro: Te traen en carro (Papás) | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: Sí | Viene acompañado: Sí | Hora de salir de la casa: 08:06 | Hora de llegar a la Unimet: 08:23 | Colegio Integral el Ávila: Sí | tráfico estimado por los encuestados: de 10 a 12 a.m., de 12 a 2 p.m.
Año: 2024 | Número de personas: 1 | Velocidad: 38.8 | Velocidad inicial: 38.7 | Velocidad máximo: 68.9 | Velocidad promedio: 38.8 | Ubicación: Municipo Chacao | Tipo de vía: urbana | Zona donde vive: Municipo Chacao | Entrada preferida: Acceso Distribuidor Metropolitano (Autopista) | Estilo de manejo: Prudente | reacción a situación externa (%): 56.9 | desvío (%): 13.3 | cambio de velocidad (%): 9.5 | Demora estimada (min): 0 | Tipo de Carro: carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: No | Hora de salir de la casa: 07:07 | Hora de llegar a la Unimet: 07:23 | Colegio Integral el Ávila: nan | tráfico estimado por los encuestados: de 8 a 10 a.m., de 12 a 2 p.m.
Año: 2024 | Número de personas: 19 | Velocidad: 49.4 | Velocidad inicial: 51.3 | Velocidad máximo: 91.2 | Velocidad promedio: 49.4 | Ubicación: Guarenas/Guatire | Tipo de vía: autopista | Zona donde vive: Guarenas/Guatire | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 34.3 | desvío (%): 21.8 | cambio de velocidad (%): 7.9 | Demora estimada (min): 0 | Tipo de Carro: WAWA | carro/moto/wawa/taxi: wawa | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: No | Viene acompañado: Sí | Hora de salir de la casa: 07:10 | Hora de llegar a la Unimet: 07:22 | Colegio Integral el Ávila: No | tráfico estimado por los encuestados: de 6 a 8 a.m., de 12 a 2 p.m., de 2 a 4 p.m.
Año: 2024 | Número de personas: 1 | Velocidad: 38.8 | Velocidad inicial: 48.5 | Velocidad máximo: 86.1 | Velocidad promedio: 38.8 | Ubicación: Municipio Baruta / El Hatillo | Tipo de vía: urbana | Zona donde vive: Municipio Baruta / El Hatillo | Entrada preferida: Acceso Universidad Metropolitana (Terrazas del Ávila) | Estilo de manejo: Prudente | reacción a situación externa (%): 45.8 | desvío (%): 18.5 | cambio de velocidad (%): 6.5 | Demora estimada (min): 7.6 | Tipo de Carro: carro propio | carro/moto/wawa/taxi: carro | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: Sí | Viene acompañado: No | Hora de salir de la casa: 07:52 | Hora de llegar a la Unimet: 08:08 | Colegio Integral el Ávila: No | tráfico estimado por los encuestados: de 8 a 10 a.m.
Año: 2024 | Número de personas: 3 | Velocidad: 34.9 | Velocidad inicial: 41.1 | Velocidad máximo: 73.1 | Velocidad promedio: 34.9 | Ubicación: La Urbina/El Marquez | Tipo de vía: urbana | Zona donde vive: La Urbina/El Marquez | Entrada preferida: Acceso Distribuidor Metropolitano (Autopista) | Estilo de manejo: Prudente | reacción a situación externa (%): 57.3 | desvío (%): 12.1 | cambio de velocidad (%): 4.2 | Demora estimada (min): 12.8 | Tipo de Carro: WAWA | carro/moto/wawa/taxi: wawa | Sincrónico/automático: Automático | buenas/malas condiciones: Buena | Retraso: Sí | Viene acompañado: Sí | Hora de salir de la casa: 07:56 | Hora de llegar a la Unimet: 08:13 | Colegio Integral el Ávila: nan | tráfico estimado por los encuestados: de 6 a 8 a.m.
